Index,Median_timeDelay,StandardDev_timeDelay,Skew_timeDelay,kurtosis_timeDelay,StandardDeviation_payDifference,Loan_Ratio,Difference_Applied_Dates,Ratio_Proposal_Lengths,FirstLoan_FirstInstallment_timeDifference,Amount_First_Loan_usd,lender_interest_rate,Days_between_Application_Distribution
70,-31.5,73.99445904,-0.805803262,-0.406410063,0,0.880530973,448,3.496323529,-13,452,2.2,3
71,0,24.14477575,0,0,0,1.5,312,0.90625,-1,100,0,26
72,0,3.184391759,-3.097690433,8.543345386,0,1.82,148,6.121710526,0,100,0,15
73,0,3.184391759,-3.097690433,8.543345386,0,1.82,148,6.121710526,-1,100,0,15
74,0,0,0,-3,0,4.25,66,0.929577465,0,100,0,19
75,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-3,50,0,22
76,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-3,50,0,22
77,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-10,50,0,22
78,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-10,50,0,22
79,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-3,50,0,22
80,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-3,50,0,22
81,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-10,50,0,22
82,-45,59.115702,-0.748325962,-0.793274191,0,1.52,174,0.92917847,-10,50,0,22
83,13,11.81506522,0.2163027,-1.265818,0,0.91,256,2.367521368,0,100,0,18
84,13,11.81506522,0.2163027,-1.265818,0,0.91,256,2.367521368,0,100,0,18
85,0,7.108864024,1.588322176,1.640372152,0,0.96,154,0.482406356,-2,100,0,16
86,-3,6.722681343,-0.264819653,-1.313535343,0,1.92,74,1.620229008,0,100,0,16
87,-3,6.722681343,-0.264819653,-1.313535343,0,1.92,74,1.620229008,3,100,0,16
88,-0.5,0.547722558,0,-2,0,1.97826087,58,1.683870968,-1,46,0,5
89,0,1.749458791,0,0,0,1.42,93,0.566532258,-1,50,0,4
90,0,1.749458791,0,0,0,1.42,93,0.566532258,-6,50,0,4
91,-0.5,3.507135583,-0.670404441,-1.505056514,0,1.9,71,3.223039216,0,50,0,16
92,-0.5,3.507135583,-0.670404441,-1.505056514,0,1.9,71,3.223039216,-1,50,0,16
93,0,10.90898015,-1.618997181,1.474523862,0,1.87,131,0.801144492,8,100,0,24
94,0,10.90898015,-1.618997181,1.474523862,0,1.87,131,0.801144492,1,100,0,24
95,4,9.80136045,-0.186248578,-0.971486857,0,0.81,120,0.99122807,0,100,0,16
96,4,9.80136045,-0.186248578,-0.971486857,0,0.81,120,0.99122807,11,100,0,16
97,0,0.440958552,-1.33630621,-0.214285714,0,2,82,1.207373272,0,50,0,7
98,0,0.440958552,-1.33630621,-0.214285714,0,2,82,1.207373272,-1,50,0,7
99,-29,11.22299227,0.555263486,-1.301663837,0,2.03,64,1.395563771,-9,100,0,15
100,-29,11.22299227,0.555263486,-1.301663837,0,2.03,64,1.395563771,-7,100,0,15
101,-1,2.458545189,-2.112837349,3.550713668,0,1.92,94,0.939102564,-1,100,0,14
102,-1,2.458545189,-2.112837349,3.550713668,0,1.92,94,0.939102564,-2,100,0,14
103,0,5.006662228,-0.519450063,-0.581767768,0,2,62,1.425770308,0,100,0,16
104,0,5.006662228,-0.519450063,-0.581767768,0,2,62,1.425770308,-8,100,0,16
105,0,3.868677638,0.906440364,-0.301278267,0,1.01,64,0.667567568,-1,100,0,16
106,0,3.868677638,0.906440364,-0.301278267,0,1.01,64,0.667567568,0,100,0,16
107,0,0.333333333,-2.474873734,4.125,0,1.81,79,1.007974482,0,100,0,12
108,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,1,50,0,15
109,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,1,50,0,15
110,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,-1,50,0,15
111,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,-1,50,0,15
112,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,1,50,0,15
113,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,1,50,0,15
114,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,-1,50,0,15
115,-31.5,29.75552561,-0.306360546,-1.290694279,0,1.9,106,1.001148106,-1,50,0,15
116,-1.5,1.414213562,0,-1.755102041,0,1.8,85,1.304147465,0,100,0,21
117,-1.5,1.414213562,0,-1.755102041,0,1.8,85,1.304147465,-3,100,0,21
118,0,0,0,-3,0,2,62,1.531791908,0,100,0,22
119,0,0,0,-3,0,1.88,72,1.060240964,0,50,0,13
120,1,2.380476143,1.521372269,0.911764706,0.377964473,1.9,80,0.96,0,100,0,23
121,1,2.380476143,1.521372269,0.911764706,0.377964473,1.9,80,0.96,7,100,0,23
122,0,0.632455532,-0.111111111,-0.444444444,0,1.818181818,135,2.220994475,0,99,0,24
123,0,0.632455532,-0.111111111,-0.444444444,0,1.818181818,135,2.220994475,0,99,0,24
124,-13,10.32912915,-0.234503234,-1.13730627,0,2,77,0.891891892,0,10,0,6
125,-13,10.32912915,-0.234503234,-1.13730627,0,2,77,0.891891892,-6,10,0,6
126,-6,1.57466501,3.154149522,8.972602487,0,1.8,228,1.057082452,0,100,0,11
127,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
128,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
129,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
130,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
131,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
132,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
133,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
134,-23,32.02297635,-0.485573134,-1.167442207,0,2,100,1.54887218,0,100,0,19
135,-1,12.38033632,0,0,0,0.993333333,86,1.132616487,-1,150,0,9
136,-1,12.38033632,0,0,0,0.993333333,86,1.132616487,7,150,0,9
137,0,0,0,-3,0,1.9,71,0.619957537,0,50,0,23
138,0,0,0,-3,0,1.86,52,1.110154905,0,50,0,5
139,-13,9.632122185,-0.195305609,-0.786124189,0,19.1,38,1.346303502,-7,10,0,4
140,-13,9.632122185,-0.195305609,-0.786124189,0,19.1,38,1.346303502,-13,10,0,4
141,0,0.577350269,0,0.5,0,1.9,80,0.144059869,0,50,0,24
142,0,0.316227766,2.666666667,5.111111111,0,2.01010101,100,0.704968944,0,99,0,11
143,0,0.316227766,2.666666667,5.111111111,0,2.01010101,100,0.704968944,1,99,0,11
144,0,0.40824829,-1.788854382,1.2,0,1.88,295,0.615384615,-1,100,0,13
145,0,0.40824829,-1.788854382,1.2,0,1.88,295,0.615384615,0,100,0,13
146,16,14.85426278,0.143481274,-1.376336736,0.315301768,0.92,171,0.936936937,0,100,0,18
147,0,2.660248687,-0.494792399,3.599096172,0,1.984042553,110,0.480503145,0,188,0,12
148,-234.5,182.4852741,-0.262141555,-1.254645344,0,1.92,148,1.19266055,0,100,0,0
149,-234.5,182.4852741,-0.262141555,-1.254645344,0,1.92,148,1.19266055,0,100,0,0
150,-234.5,182.4852741,-0.262141555,-1.254645344,0,1.92,148,1.19266055,0,100,0,0
151,-234.5,182.4852741,-0.262141555,-1.254645344,0,1.92,148,1.19266055,0,100,0,0
152,0,0,0,-3,0,1.94,63,0.759562842,0,50,0,15
153,0,0,0,-3,0,2.2,60,0.697986577,0,100,0,13
154,2,6.453407212,0.137524292,0.630103931,0,1.8,323,2.186234818,-1,50,0,14
155,2,6.453407212,0.137524292,0.630103931,0,1.8,323,2.186234818,0,50,0,14
156,-59.5,39.31330858,-0.272796819,-1.218515397,0,2,51,2.316363636,-10,50,0,10
157,-59.5,39.31330858,-0.272796819,-1.218515397,0,2,51,2.316363636,-10,50,0,10
158,-59.5,39.31330858,-0.272796819,-1.218515397,0,2,51,2.316363636,-10,50,0,10
159,-59.5,39.31330858,-0.272796819,-1.218515397,0,2,51,2.316363636,-10,50,0,10
160,-1.5,0.957427108,0.4933822,-1.371900826,0,1.87,42,1.881355932,-1,100,0,8
161,-1.5,0.957427108,0.4933822,-1.371900826,0,1.87,42,1.881355932,-2,100,0,8
162,-1.5,0.957427108,0.4933822,-1.371900826,0,1.87,42,1.881355932,-1,100,0,8
163,-1.5,0.957427108,0.4933822,-1.371900826,0,1.87,42,1.881355932,-2,100,0,8
164,1,3.545535859,0.405829552,0.089379254,0.150755672,1.451647184,320,0.706140351,-1,1882,3.14,14
165,0,14.98215774,1.917181234,2.068839598,0,0.571215139,774,0.71890971,0,2008,4.95,5
166,0,0,0,-3,0,1.935483871,54,0.997058824,0,93,0,1
167,0,0.516397779,-0.707106781,-1.5,0,1.9,81,2.177272727,-1,50,0,26
168,0,0.516397779,-0.707106781,-1.5,0,1.9,81,2.177272727,0,50,0,26
169,-1.5,2.213842565,-1.554908192,2.203945384,0,1.480845443,133,0.78342246,-2,757,5.16,2
170,-1.5,2.213842565,-1.554908192,2.203945384,0,1.480845443,133,0.78342246,-3,757,5.16,2
171,-1,5.185037645,1.716247789,2.804214482,0,1.98,99,1.627272727,-1,100,0,4
172,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
173,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
174,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
175,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
176,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
177,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
178,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
179,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
180,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
181,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
182,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
183,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
184,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
185,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,0,100,0,14
186,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
187,0,17.78841017,-0.429548671,-0.410706033,0,0.9,167,1.036204744,-6,100,0,14
188,0,3.958114029,-1.114778191,0.744001811,0.755928946,1.92,77,1.784431138,-2,100,0,16
189,0,3.958114029,-1.114778191,0.744001811,0.755928946,1.92,77,1.784431138,-9,100,0,16
190,1,2.170509413,1.643855507,1.898718405,0,1.97979798,105,0.965189873,0,99,0,21
191,0,0,0,-3,0,1.75257732,103,0.497044917,0,97,0,20
192,0,0.516397779,0.707106781,-1.5,0,2.14,64,1.983146067,0,100,0,12
193,48,95.30767296,1.132344223,-0.173003534,0.404519917,0.855687606,774,0.633802817,2,1178,4.93,16
194,48,95.30767296,1.132344223,-0.173003534,0.404519917,0.855687606,774,0.633802817,-5,1178,4.93,16
195,0,4.710245339,0,0,0,1.82,336,0.618705036,0,100,0,12
196,0,4.710245339,0,0,0,1.82,336,0.618705036,0,100,0,12
197,0,4.710245339,0,0,0,1.82,336,0.618705036,0,100,0,12
198,0,4.710245339,0,0,0,1.82,336,0.618705036,0,100,0,12
199,0,1.870828693,0,0,0,1.02,160,0.513978495,0,100,0,19
200,0,2.478667152,2.30995926,4.000144862,0,3.78,150,1.713754647,0,100,0,7
201,0,2.478667152,2.30995926,4.000144862,0,3.78,150,1.713754647,-1,100,0,7
202,-2,0.516397779,0.707106781,-1.5,0,4.25,63,0.454940282,-2,100,0,16
203,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,0,100,0,15
204,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,0,100,0,15
205,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,4,100,0,15
206,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,4,100,0,15
207,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,0,100,0,15
208,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,0,100,0,15
209,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,4,100,0,15
210,0,12.13336151,1.051597366,1.446664599,0,1.02,191,1.694444444,4,100,0,15
211,0,3.857341697,0.220586126,-0.175745469,0,2.04,140,0.987922705,0,100,0,13
212,0,3.748939244,-1.540382651,1.532922251,0,0.94,99,0.987195903,0,100,0,18
213,0,2.875388173,-1.101522745,-0.695650957,0,1.8,71,1.169133192,0,100,0,13
214,6.5,25.68787003,0.832619478,-0.85768596,0,1,126,0.933660934,0,50,0,12
215,6.5,25.68787003,0.832619478,-0.85768596,0,1,126,0.933660934,-6,50,0,12
216,-0.5,0.547722558,0,-2,0,1.75,64,0.801886792,0,100,0,15
217,-0.5,0.547722558,0,-2,0,1.75,64,0.801886792,-1,100,0,15
218,-1,1.397276262,0.751473068,-0.330458061,0,1.9,71,0.96656535,0,50,0,14
219,7,7.993949325,0.142666431,-1.048939723,0,1.01,228,0.420838972,0,100,0,13
220,0,23.59699432,-2.549304807,5.716480874,0,1.31120332,701,0.848484848,0,482,2.33,9
221,0,23.59699432,-2.549304807,5.716480874,0,1.31120332,701,0.848484848,-7,482,2.33,9
222,-9,7.84927456,0.119721544,-1.513466547,0,1.57,70,0.518867925,3,100,0,13
223,-9,7.84927456,0.119721544,-1.513466547,0,1.57,70,0.518867925,4,100,0,13
224,-5.5,17.93320942,-0.173836112,-1.098240257,0,1.44,59,1.2125,0,50,0,22
225,-5.5,17.93320942,-0.173836112,-1.098240257,0,1.44,59,1.2125,18,50,0,22
226,4,5.830951895,0,0,0,7.1,116,2.277777778,0,10,0,1
227,0,4.599516883,-0.350406075,0.239186851,0,1.898989899,82,0.857541899,0,99,0,17
228,-2,1.859043828,-0.414573731,-1.348702485,0,1.956521739,125,0.35026738,-1,46,0,22
229,-2,1.859043828,-0.414573731,-1.348702485,0,1.956521739,125,0.35026738,-2,46,0,22
230,15,11.38149645,0,0,0.156173762,0.9,318,1.887096774,1,100,0,13
231,15,11.38149645,0,0,0.156173762,0.9,318,1.887096774,8,100,0,13
232,15,11.38149645,0,0,0.156173762,0.9,318,1.887096774,1,100,0,13
233,15,11.38149645,0,0,0.156173762,0.9,318,1.887096774,8,100,0,13
234,1,5.099019514,0,-0.090887574,0.40824829,1.9,74,1.221445221,-7,100,0,20
235,1,5.099019514,0,-0.090887574,0.40824829,1.9,74,1.221445221,0,100,0,20
236,0,2.734262328,-1.957191891,2.004320662,0,0.93,56,0.980968858,0,100,0,10
237,0,2.734262328,-1.957191891,2.004320662,0,0.93,56,0.980968858,1,100,0,10
238,0,2.449489743,1.788854382,1.2,0,1.89,64,1.211009174,0,100,0,17
239,-1,2.949576241,-1.393331921,0.108799049,0,1.826086957,55,1.045138889,-1,46,0,14
240,-1,2.949576241,-1.393331921,0.108799049,0,1.826086957,55,1.045138889,0,46,0,14
241,2,16.78315654,0.000761048,-0.530881318,0,0.847105393,706,0.675742574,32,2021,5.49,16
242,2,16.78315654,0.000761048,-0.530881318,0,0.847105393,706,0.675742574,25,2021,5.49,16
243,0,13.83090319,0.8589528,-0.287636655,0,1.5,392,1.347692308,-7,100,0,20
244,0,0,0,-3,0,0.21,93,1.146993318,0,100,0,15
245,15,11.27098433,0.248106296,-0.824925332,0,0.91,166,0.995689655,0,100,0,13
246,15,11.27098433,0.248106296,-0.824925332,0,0.91,166,0.995689655,0,100,0,13
247,0,0,0,-3,0,1.888888889,56,6.757575758,0,99,0,11
248,-2,3.265986324,-1.788854382,1.2,0,1.94,65,1,-10,100,0,15
249,-2,3.265986324,-1.788854382,1.2,0,1.94,65,1,-2,100,0,15
250,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
251,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
252,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
253,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
254,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
255,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
256,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
257,-43,40.33643103,0,0,0,0.97,96,1.00482509,0,100,0,14
258,0,0.377964473,2.041241452,2.166666667,0.377964473,1.94,66,1.714038128,0,100,0,13
259,0,2.994439291,-0.664562063,-0.218487859,0,1.86,61,0.539805825,0,100,0,14
260,-10,10.34730239,-0.514052818,-1.01733918,0,0.982758621,126,0.490430622,-1,232,11.1,11
261,-10,10.34730239,-0.514052818,-1.01733918,0,0.982758621,126,0.490430622,-8,232,11.1,11
262,1,3.060501048,1.684776047,1.021643596,0,2,66,0.996478873,8,50,0,17
263,1,3.060501048,1.684776047,1.021643596,0,2,66,0.996478873,1,50,0,17
264,3,8.320348859,-1.575882641,2.61568126,0,0.969387755,292,1.147001934,7,490,8.54,2
265,3,8.320348859,-1.575882641,2.61568126,0,0.969387755,292,1.147001934,0,490,8.54,2
266,0.5,3.669695719,1.620629879,0.915204392,0.40824829,1.9,78,1.624584718,0,100,0,17
267,0,0,0,-3,0,2.02,50,0.985576923,0,50,0,4
268,0,1.414213562,0,0,0,0.94,74,0.896153846,0,50,0,8
269,0,1.414213562,0,0,0,0.94,74,0.896153846,0,50,0,8
270,-1,4.417730172,0,0,0,2.11,160,0.661016949,-2,100,0,21
271,-1,4.417730172,0,0,0,2.11,160,0.661016949,200,100,0,21
272,-10,7.516648189,0.023693261,-1.009045344,0,1,18,0.863551402,1,79,12,0
273,-10,7.516648189,0.023693261,-1.009045344,0,1,18,0.863551402,-5,79,12,0
274,0,21.66288698,0,0,0,1,288,1.122123894,1,100,0,12
275,0,21.66288698,0,0,0,1,288,1.122123894,1,100,0,12
276,0,21.66288698,0,0,0,1,288,1.122123894,0,100,0,12
277,0,21.66288698,0,0,0,1,288,1.122123894,0,100,0,12
278,0,21.66288698,0,0,0,1,288,1.122123894,1,100,0,12
279,0,21.66288698,0,0,0,1,288,1.122123894,1,100,0,12
280,0,21.66288698,0,0,0,1,288,1.122123894,0,100,0,12
281,0,21.66288698,0,0,0,1,288,1.122123894,0,100,0,12
282,0,5.91459687,-1.526199475,1.798080215,0,1.727272727,137,0.652007648,0,99,0,15
283,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-5,100,0,14
284,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-5,100,0,14
285,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-12,100,0,14
286,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-12,100,0,14
287,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-5,100,0,14
288,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-5,100,0,14
289,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-12,100,0,14
290,-77,54.8145649,-0.460483768,-0.828045188,0,2.01,155,0.923577236,-12,100,0,14
291,2,3.688413698,1.161192984,0.889344166,0.267261242,1.87,121,1.462199313,1,100,0,20
292,2,3.688413698,1.161192984,0.889344166,0.267261242,1.87,121,1.462199313,2,100,0,20
293,-9,38.80865236,0,0,0.264350529,0.943342776,384,0.72745491,0,353,2.67,2
294,-9,38.80865236,0,0,0.264350529,0.943342776,384,0.72745491,-7,353,2.67,2
295,0,1.702185624,0,0,0,1.14,122,1.562130178,-2,100,0,14
296,0,1.702185624,0,0,0,1.14,122,1.562130178,-1,100,0,14
297,10.5,13.26424583,0.581621434,-1.070249175,0,1.5,246,1.155769231,0,100,0,14
298,8.5,25.81953713,-0.037502167,-0.383354509,0.264350529,0.952047952,350,3.353846154,4,1001,3.48,8
299,8.5,25.81953713,-0.037502167,-0.383354509,0.264350529,0.952047952,350,3.353846154,-3,1001,3.48,8
300,8.5,25.81953713,-0.037502167,-0.383354509,0.264350529,0.952047952,350,3.353846154,4,1001,3.48,8
301,8.5,25.81953713,-0.037502167,-0.383354509,0.264350529,0.952047952,350,3.353846154,-3,1001,3.48,8
302,11,16.81947493,0,0,0,2.42,233,0.865714286,11,50,0,14
303,11,16.81947493,0,0,0,2.42,233,0.865714286,4,50,0,14
304,0,1.60527975,0,0,0,0.94,119,1.173770492,0,100,0,13
